Survey,Year,Month,End month,Timing,Biomass,meanNASC,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
8303-05,1983,3,5,4,8512674,6.155225019,0,0,0,0,0,0,0,0,0,0,0,0,0.8335,7.5625,39.115,214.3365,604.525,802.714,787.1785,771.9035,779.2825,580.6915,386.06,275.236,180.163,229.9455,625.338,1203.094,1159.1695,612.8565,350.181,169.689,85.3745,43.5745,26.557,16.59,7.0465,1.091,0.8915,0.581,1.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8309-12,1983,9,12,10.5,5146184,92.98032787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5925,14.236,53.839,97.7335,137.0325,147.264,113.7305,83.4905,42.623,9.805,28.931,92.9395,124.996,88.095,51.1945,25.2475,10.478,5.75,1.8575,2.944,0.238,1.091,0.8915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8406-09,1984,6,9,7.5,5001913,23.79423403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1975,1.668,5.1705,13.9035,34.205,81.4955,143.398,112.2325,63.781,135.4695,315.059,436.5805,277.975,165.2225,146.621,110.5835,86.222,48.5285,32.081,36.107,26.884,23.4595,19.5445,23.7115,25.5815,28.658,16.6045,10.9095,10.8555,4.8,1.418,0.0725,0,0.2005,0.7995,0,0,0,0,0,0,0,0
8503-05,1985,3,5,4,180259,6.155225019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8604-05,1986,4,5,4.5,4329874,119.6094787,0,0,0,0,0,0.786,3.5015,6.39,27.1635,112.6415,369.6015,634.116,730.7465,963.5935,914.7515,853.022,691.414,386.3935,116.023,21.738,2.6795,3.0485,8.0815,12.3225,6.6135,14.5045,9.158,18.65,56.6675,103.0085,133.9795,133.717,83.63,35.4365,17.318,6.009,4.329,2.2905,3.0735,2.763,5.89,11.563,18.655,27.056,31.2935,30.8025,24.0555,30.8555,18.324,5.744,1.599,0,0,0,0,0,0,0,0
8610-12,1986,10,12,11,2710220,14.24833703,0,0,0,0,0,0,0,0.3785,2.969,4.8945,3.061,5.152,4.0455,6.0465,17.6235,12.214,21.0955,62.754,92.0235,80.502,44.155,21.178,19.2905,6.286,4.9585,2.389,0.9835,0.1985,2.5385,5.785,6.7215,9.2565,4.807,2.9265,0.7665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8708-09,1987,8,9,8.5,6471955,47.72086413,0,0,0,0,0,0,0,0,0,0,2.606,10.304,22.2605,41.734,52.134,75.014,103.005,234.5745,716.8485,1696.621,2686.5475,2951.2285,2338.107,1692.3715,1005.958,520.2895,302.9915,274.723,186.001,142.6145,194.325,291.804,310.7685,235.8575,152.9135,87.106,51.7995,29.686,11.0035,5.965,4.7455,3.0925,0.5635,0.4365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8805-07,1988,5,7,6,2811590,25.99787911,0,0,0,0,0,0,0,0,0,0,0,0,0,1.849,4.1975,3.486,5.2575,4.941,8.4435,19.9995,118.7035,437.3875,864.833,983.1175,773.497,655.3625,589.945,463.751,266.5745,121.714,72.987,53.391,60.426,68.04,62.8845,50.9045,46.5,12.3265,13.0795,2.692,0.7095,0.4725,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8907-09,1989,7,9,8,4302930,21.65282392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.305,5.8995,16.8165,48.3285,213.2535,662.052,889.8455,730.802,453.6715,228.264,113.0745,63.095,62.496,55.365,29.041,6.7255,2.2905,2.6745,0,0.3815,0.6185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8911-12,1989,11,12,11.5,4365164,113.0082063,0.7415,14.411,20.394,32.5405,6.124,1.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.487,3.0165,12.528,60.394,168.8695,240.8095,203.6365,140.7965,62.965,24.1225,8.296,2.8235,0.2555,0.9265,1.0735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9002-04,1990,2,4,3,5971710,144.6789072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1065,0.8935,0,0,0,0,1.305,5.8995,25.1615,62.9405,289.884,604.3545,521.6605,242.35,96.85,44.7965,20.9855,6.1195,4.4155,2.9485,1.2555,1.0735,0.1085,0.8915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9011-13,1990,11,13,12,5915250,59.77985075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.589,57.7525,229.711,326.786,375.449,394.041,225.2815,129.9025,75.1495,41.711,17.6585,30.5525,129.1385,383.359,472.216,272.636,127.8435,55.848,15.296,2.8235,0.2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9106-08,1991,6,8,7,5597492,73.54003224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577,4.459,15.315,30.74,108.869,276.8075,348.6105,274.8165,113.1355,23.2175,38.385,49.095,36.919,11.8255,4.7905,1.091,0.3465,0.8355,0.1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9201-03,1992,1,3,2,2957578,20.47755391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9245,2.1995,16.7155,105.958,161.5145,113.843,85.4865,51.888,21.648,9.027,10.975,24.0325,72.8605,70.055,54.644,18.413,10.479,5.2795,2.7445,1.966,0.3465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9301-03,1993,1,3,2,8471096,57.85516534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9245,1.1685,9.741,65.346,326.384,749.471,589.8805,222.026,122.876,107.815,61.0855,62.812,83.6415,79.611,107.221,153.922,178.6715,142.553,83.225,41.923,19.3805,14.183,4.918,4.3255,6.4375,4.4575,0.2905,1.4725,1.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9401-03,1994,1,3,2,6413607,23.93663771,0,0,0,0,0,0,0,0.3785,4.847,15.424,22.6835,15.092,3.4085,0.1665,0,0,0,0,0,0,0.5615,4.3535,19.929,101.289,276.156,310.0375,148.671,99.081,88.371,96.742,105.772,95.974,78.5795,71.3645,29.651,16.365,17.26,10.1445,12.4935,8.657,5.0735,4.364,3.8005,3.273,2.5275,3.0185,0.4905,2,0,0,0,0,0,0,0,0,0,0,0
9502-04,1995,2,4,3,3251207,13.23802018,0,0,0,0,0,0,0,0.3785,2.4995,20.058,70.7445,160.257,162.586,72.475,85.606,40.206,19.9295,40.3205,89.8895,82.2815,30.6295,42.679,186.7475,244.6405,137.9515,74.6815,41.824,84.5025,76.035,43.6435,7.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9602-04,1996,1,4,2.5,3080748,4.886363636,0,0,0,0,0,0,0.2875,1.848,5.151,16.0445,48.1075,93.3265,109.4185,86.154,89.9955,88.8205,37.809,23.5775,57.302,82.4455,119.4455,189.5045,216.4625,118.06,41.9305,36.052,50.815,63.5735,58.0025,67.467,28.7,3.6995,0,0.7445,0.2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9611-12,1996,11,12,11.5,3375866,3.142985612,0,0,0,0,0,0,0,0,0,0,0,0,0.8335,10.336,71.983,739.526,873.914,404.7645,267.8145,131.001,33.373,14.632,9.027,16.8165,24.2655,19.8355,89.238,230.898,207.9285,82.741,55.29,40.6575,18.353,4.261,0.511,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9704-04,1997,4,4,4,1244591,11.65940838,0,0,0,0,0,0,0,0,0,0,0,0.7425,0.2575,9.245,46.592,56.0385,44.2695,255.8205,778.9335,841.6975,532.4955,315.2805,150.695,79.506,33.564,16.0935,20.649,74.588,82.691,33.2655,6.99,1.5855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9709-10,1997,9,10,9.5,1892286,13.19515853,0,0,0,0.0145,1.4075,7.7045,27.7985,33.888,13.065,2.6825,3.697,1.7425,0.8335,0.1665,0,0,0,0,0,0,0,1.9575,10.708,25.0315,23.7385,12.7625,13.737,24.2035,38.6515,15.3515,2.33,0.5285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9803-05,1998,3,5,4,107236,10.98086785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6585,149.2195,455.022,389.451,105.2085,33.9095,11.777,5.669,37.773,108.2795,75.488,22.627,5.3475,8.1355,39.2785,78.1715,74.1605,68.699,60.4535,63.086,61.538,44.2545,23.968,10.476,7.1445,8.076,3.6545,3.419,1.055,0,0,0,0.9275,0.0725,0,0,0,0,0,0,0,0,0,0,0
9808-09,1998,8,9,8.5,17858,1.603413789,0,0,0,0,0,0,0,0,0,0,0,2.2275,47.4485,111.9435,13.3805,0,0.5925,9.3315,30.738,32.689,13.3335,3.273,2.5295,0.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9902-03,1999,2,3,2.5,94238,6.537127206,128.1945,71.676,85.872,33.7135,3.942,0,0,0.757,4.06,13.8325,19.426,14.092,3.666,0.1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9911-12,1999,11,12,11.5,661714,28.68606119,1.483,26.3245,109.548,46.6735,1.971,0,0,0,0,0,0,0,0,0,0,0,0,0.2885,7.163,51.0115,73.0505,66.509,70.818,50.374,28.9975,9.821,1.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001-02,2000,1,2,1.5,720770,19.94263537,0,0,0,0,0.1055,1.6805,4.6515,38.763,100.9935,94.2065,68.1745,44.8975,47.8685,63.129,52.623,5.907,0,0.2885,1.4705,9.71,48.836,130.5275,284.396,334.294,245.758,170.5015,112.5605,57.0245,19.949,6.8255,5.159,3.6995,0.6535,0.3465,0.8355,0.1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010-11,2000,10,11,10.5,1071418,33.18938447,0,0,0,0,0,0,0,0,0,0,0,0,0,3.698,122.1995,487.9445,481.1605,309.6585,177.4995,108.186,91.996,96.4675,100.566,89.715,57.333,46.9225,23.126,23.902,17.389,9.9975,1.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0103-04,2001,3,4,3.5,1097296,30.84363483,0,0,0,0,0,0,0,0,0,0,0,1.485,2.182,4.031,38.255,138.105,126.4345,41.4315,26.943,45.7745,94.0005,135.4455,139.1065,106.0765,74.887,62.4035,34.8365,11.6025,0.8685,2.512,0.6195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0107-08,2001,7,8,7.5,953303,27.31919347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155,2.156,12.1985,18.862,47.056,65.5895,56.636,48.239,42.5005,33.113,48.1325,33.716,13.538,6.446,1.091,0.7105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0202-03,2002,2,3,2.5,95368,17.4837425,18.5375,33.1025,5.36,0,0,0,0,0,0,3.9235,28.485,84.129,57.8025,20.5275,2.148,1.091,0.8935,0,0,0,0,0,0,0,0,3.0825,9.11,50.2905,86.835,83.6535,53.645,18.071,3.273,1.0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0210-11,2002,10,11,10.5,446782,8.534418576,0,0,0,0,0,0,0,0,0,0,0,0,0,62.866,329.312,76.6325,16.572,6.1945,1.8025,1.5615,7.797,31.362,51.075,34.522,12.6325,0.6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0302-03,2003,2,3,2.5,453597,20.33223469,0,0,0,0,0,0,0,0,0,1.6815,29.9845,66.5665,54.4415,17.4955,10.9235,7.185,12.1045,10.8105,17.361,9.328,3.241,0.877,1.487,3.851,13.619,10.1255,5.025,0.8925,0,0,0.4715,0.5285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0310-12,2003,10,12,11,446782,12.76599612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0402-03,2004,2,3,2.5,239356,8.711032641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,22.3525,23.1275,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0411-12,2004,11,12,11.5,2180,0.387012715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0502-04,2005,2,4,3,561535,0.801010209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0511-12,2005,11,12,11.5,410039,27.94163052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1395,13.227,45.916,65.9905,141.832,224.228,248.2505,174.8015,81.9945,41.3245,45.0925,64.2925,73.6185,88.9665,84.117,60.234,36.633,13.092,5.9035,2.58,0.7665,0,0,0.1085,0.8915,0.2905,1.4725,1.7095,1.091,0.4365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0602-04,2006,2,4,3,879266,13.52746033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3795,3.4435,19.4605,27.724,13.197,11.8095,37.155,27.3755,34.068,15.174,8.9505,6.1655,3.569,4.466,5.023,2.5285,0.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0608-09,2006,8,9,8.5,177254,11.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0702-04,2007,2,4,3,236235,10.81563412,0,0,0,0,0,0,0,0.757,2.182,6.1055,18.94,29.548,23.304,23.5025,7.6765,0.9845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0708-09,2007,8,9,8.5,130964,1.403668773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0802-04,2008,2,4,3,109643,12.30331491,0,0,6.4645,73.536,73.2745,45.7075,4.305,0.7125,0,0,0,0,14.1695,86.96,57.886,1.091,0.8935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0811-12,2008,11,12,11.5,6521,0.087280992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0902-04,2009,2,4,3,70074,0.98345501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0911-12,2009,12,12,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002-04,2010,2,4,3,1239,0.174656786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011-12,2010,11,12,11.5,2228,3.423602228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102-04,2011,2,4,3,362777,11.55551189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.007,71.331,190.6915,123.443,20.5275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110-12,2011,10,12,11,213048,9.276881065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7435,1.091,2.942,3.24,1.8435,15.2785,111.0265,325.771,273.2295,76.4595,13.3355,1.0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202-04,2012,2,4,3,44934,2.117158274,0,0,0,0,0,0,0,0,0,1.121,4.788,13.2285,20.5325,26.4425,30.895,71.8735,78.364,56.9675,18.926,1.8615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209-11,2012,9,11,10,116097,14.23663065,0,0,0.9235,1.12,8.4425,58.304,59.4225,39.1425,50.571,48.405,24.6535,24.3505,25.669,45.5985,7.3975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302-04,2013,2,4,3,258195,13.13994885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308-09,2013,8,9,8.5,308112,7.009284654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402-04,2014,2,4,3,145393,7.593745048,0,0,0,0,0.3165,2.6835,3.1625,12.3795,13.5615,16.9855,30.062,74.9615,68.5635,70.341,32.045,3.938,0,0,0,0,0,0,0,0,1.851,48.601,90.7405,36.3955,6.7015,1.091,1.091,0.5285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408-10,2014,8,10,9,7841,0.244767303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502-04,2015,2,4,3,0,0.051266882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509-10,2015,9,10,9.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605-06,2016,5,6,5.5,0,2.375965587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609-10,2016,9,10,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5925,10.4855,60.149,109.5295,67.2115,16.642,1.39,5.007,8.397,6.6455,3.3805,3.967,2.4715,2.8925,1.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702-04,2017,2,4,3,93305,6.171930757,0,0,0,0,0,0,0,0,0,0,0,0,1.667,13.276,74.475,170.622,175.9425,142.0955,21.0605,1.8615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709-11,2017,9,11,10,47026,3.364747034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.731,10.341,27.807,36.966,41.865,27.9295,7.6985,0.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802-04,2018,2,4,3,29270,0.918091849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3195,5.0505,28.671,62.898,27.002,1.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809-11,2018,9,11,10,29273,4.835405666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902-03,2019,2,3,2.5,264499,4.722749789,0,0,0,0,0,0,0,0,0,0,1.303,2.182,18.0185,76.532,69.98,0.9845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909-11,2019,9,11,10,797262,11.11610198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165,2.2735,17.062,40.4125,57.163,60.4765,68.4085,80.507,54.9715,30.5965,21.716,12.5715,10.1505,2.874,0.8005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03,2020,2,3,2.5,365419,5.256154975,4.449,91.461,26.4015,0.6885,0,0,0,0,0,0,0,0,0,0,0.0155,1.091,0.8935,0,0,0,0,0,0,0.8345,6.644,7.6535,8.943,9.719,4.0745,6.317,12.944,15.8705,19.4165,19.24,7.6855,3.4375,2.2555,1.965,0.1995,0.8005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-11,2020,9,11,10,18130,0.900967024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102-04,2021,2,4,3,5244,1.061154524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109-11,2021,9,11,10,294783,13.57406735,0,4.1625,69.1765,30.6755,0.9855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5625,5.6655,13.195,14.4385,16.9625,12.4735,19.0895,21.4085,10.1095,11.673,9.312,6.0545,3.0555,0.7455,0.2545,0,0,0,0,0,0,0,0,0,0,0,0,0
2202-04,2022,2,4,3,357434,16.56557616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4145,8.3355,25.5085,30.843,38.6475,27.5605,45.513,52.6875,61.2705,41.0965,29.464,22.3615,27.6945,13.53,5.8005,3.782,0.4905,0,0,0,0,0,0,0,0,0,0,0,0
2209-10,2022,9,10,9.5,307467,3.224400975,13.6965,39.618,163.1065,31.9575,1.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9255,24.949,60.7255,85.692,74.2095,50.3915,28.366,19.9285,10.694,9.0745,5.386,4.364,0.294,0.1085,1.091,0.8005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302-04,2023,2,4,3,3851,0,0,43.29,17.945,0.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309-10,2023,9,10,9.5,63158,1.439478124,0,4.1625,41.4715,28.3805,0.9855,0.9825,4.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402-04,2024,2,4,3,237,0.027327269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409-10,2024,9,10,9.5,36299,6.712187099,350.2715,433.709,150.459,75.4085,14.7825,0.1965,0.8035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502-04,2025,2,4,3,103763,2.169452294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509-10,2025,9,10,9.5,32073,0.753980033,122.4845,150.4175,30.254,2.703,1.091,0.8945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0